ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,form_in_source
2105,mangareva,2098,a'ape,a ʔ a p e,,POLLEX,a'ape
3287,sikaiana,2098,vae,v a e,,POLLEX,vae
3288,sikaiana,2098,tapuae,t a p u a e,,POLLEX,tapuae
3580,northmarquesan,2098,vae,v a e,,POLLEX,vae
4584,raivavae,2098,umaha,u m a h a,,Tamaititahio-1213-2015,umaha
4844,tuamotuan,2098,vae,v a e,,POLLEX,vae
5353,rurutuan,2098,ʔaavae,ʔ aː v a e,,Meyer-128-2005,ʔaavae
5839,hawaiian,2098,wāwae,w aː w a e,,71458,wāwae
805,maori,1654,uira,u i r a,,Biggs-85-2005,uira
1250,tahitian,1654,uira,u i r a,,Clark-173-2005,uira
1685,rapanui,1654,uira,u i r a,,POLLEX,uira
1941,mangareva,1654,uira,u i r a,,POLLEX,uira
3149,sikaiana,1654,uila,u i l a,,POLLEX,uila
3398,northmarquesan,1654,uià,u i ʔ a,,POLLEX,uià
4464,raivavae,1654,uiGa,u i ɢ a,,Tamaititahio-1213-2015,uiGa
4670,tuamotuan,1654,uira,u i r a,,POLLEX,uira
4671,tuamotuan,1654,rapa,r a p a,,POLLEX,rapa
5188,rurutuan,1654,uira,u i r a,,Meyer-128-2005,uira
5696,hawaiian,1654,uila,u i l a,,71458,uila
927,maori,1224,ate,a t e,,Biggs-85-2005,ate
1378,tahitian,1224,'upa'a,ʔ u p a ʔ a,,Clark-173-2005,'upa'a
1824,rapanui,1224,ate,a t e,,POLLEX,ate
2088,mangareva,1224,kakaroumei,k a k a r o u m e i,,POLLEX,kakaroumei
2089,mangareva,1224,ate,a t e,,POLLEX,ate
3273,sikaiana,1224,ate,a t e,,POLLEX,ate
3565,northmarquesan,1224,ate,a t e,,POLLEX,ate
4572,raivavae,1224,ʔūpaʔa,ʔ uː p a ʔ a,,Tamaititahio-1213-2015,ʔūpaʔa
4828,tuamotuan,1224,ate,a t e,,POLLEX,ate
5335,rurutuan,1224,ate,a t e,,Meyer-128-2005,ate
5336,rurutuan,1224,ʔupaʔa,ʔ u p a ʔ a,,Meyer-128-2005,ʔupaʔa
5824,hawaiian,1224,ake,a k e,,71458,ake
783,maori,1203,roa,r o a,,Biggs-85-2005,roa
1228,tahitian,1203,roa,r o a,,Clark-173-2005,roa
1657,rapanui,1203,roa,r o a,,POLLEX,roa
1908,mangareva,1203,roa,r o a,,POLLEX,roa
3127,sikaiana,1203,loa,l o a,,POLLEX,l/loa
3364,northmarquesan,1203,'oa,ʔ o a,,POLLEX,'oa
4444,raivavae,1203,Goa,ɢ o a,,Tamaititahio-1213-2015,Goa
4639,tuamotuan,1203,roa,r o a,,POLLEX,roa
5165,rurutuan,1203,roa,r o a,,Meyer-128-2005,roa
5672,hawaiian,1203,loa,l o a,,71458,loa
835,maori,1392,kutu,k u t u,,Biggs-85-2005,kutu
1278,tahitian,1392,'utu,ʔ u t u,,Clark-173-2005,'utu
1716,rapanui,1392,kutu,k u t u,,POLLEX,kutu
1973,mangareva,1392,kutu,k u t u,,POLLEX,kutu
3178,sikaiana,1392,kutu,k u t u,,POLLEX,kutu
3430,northmarquesan,1392,'utu,ʔ u t u,,POLLEX,'utu
3431,northmarquesan,1392,kutu papa,k u t u p a p a,,POLLEX,kutu papa
4486,raivavae,1392,ʔutuʔu,ʔ u t u ʔ u,,Tamaititahio-1213-2015,ʔutuʔu
4706,tuamotuan,1392,kutu,k u t u,,POLLEX,kutu
5217,rurutuan,1392,ʔutu,ʔ u t u,,Meyer-128-2005,ʔutu
5725,hawaiian,1392,'uku,ʔ u k u,,71458,'uku
890,maori,2106,taane,t aː n e,,Biggs-85-2005,taane
1338,tahitian,2106,taane,t aː n e,,Clark-173-2005,taane
1784,rapanui,2106,tane,t a n e,,POLLEX,tane
2045,mangareva,2106,tangata,t a ŋ a t a,,POLLEX,tangata
2046,mangareva,2106,tamaroa,t a m a r o a,,POLLEX,tamaroa
3234,sikaiana,2106,tanata,t a n a t a,,POLLEX,tanata
3235,sikaiana,2106,taane,t aː n e,,POLLEX,taane
3516,northmarquesan,2106,toa,t o a,,POLLEX,toa
3517,northmarquesan,2106,heko,h e k o,,POLLEX,heko
3518,northmarquesan,2106,tane,t a n e,,POLLEX,tane
3519,northmarquesan,2106,tama 'oa,t a m a ʔ o a,,POLLEX,tama 'oa
4535,raivavae,2106,tāne,t aː n e,,Tamaititahio-1213-2015,tāne
4780,tuamotuan,2106,taane,t aː n e,,POLLEX,taane
4781,tuamotuan,2106,haakoi,h aː k o i,,POLLEX,haakoi
5288,rurutuan,2106,taane,t aː n e,,Meyer-128-2005,taane
5783,hawaiian,2106,kāne,k aː n e,,71458,kāne
840,maori,2615,kiko,k i k o,,Biggs-85-2005,kiko
1285,tahitian,2615,'i'o,ʔ i ʔ o,,Clark-173-2005,'i'o
1720,rapanui,2615,kiko,k i k o,,POLLEX,kiko
1980,mangareva,2615,kiko,k i k o,,POLLEX,kiko
3182,sikaiana,2615,io,i o,,POLLEX,io
3438,northmarquesan,2615,kiko,k i k o,,POLLEX,kiko
4489,raivavae,2615,ʔiʔo,ʔ i ʔ o,,Tamaititahio-1213-2015,ʔiʔo
4711,tuamotuan,2615,kiko,k i k o,,POLLEX,kiko
5223,rurutuan,2615,ʔiʔo,ʔ i ʔ o,,Meyer-128-2005,ʔiʔo
5224,rurutuan,2615,ʔiinaʔi,ʔ iː n a ʔ i,,Meyer-128-2005,ʔiinaʔi
5730,hawaiian,2615,'i'o,ʔ i ʔ o,,71458,'i'o
811,maori,1313,marama,m a r a m a,,Biggs-85-2005,marama
1256,tahitian,1313,'aava'e,ʔ aː v a ʔ e,,Clark-173-2005,'aava'e
1693,rapanui,1313,mahina,m a h i n a,,POLLEX,mahina
1947,mangareva,1313,ma'ina,m a ʔ i n a,,POLLEX,ma'ina
1948,mangareva,1313,maahìna,m aː ʔ i n a,,POLLEX,maahìna
3155,sikaiana,1313,malama,m a l a m a,,POLLEX,malama
3404,northmarquesan,1313,me'ama,m e ʔ a m a,,POLLEX,me'ama
4469,raivavae,1313,ʔāvaʔe,ʔ aː v a ʔ e,,Tamaititahio-1213-2015,ʔāvaʔe
4679,tuamotuan,1313,hina,h i n a,,POLLEX,hina
5194,rurutuan,1313,ʔaavaʔe,ʔ aː v a ʔ e,,Meyer-128-2005,ʔaavaʔe
5702,hawaiian,1313,mahina,m a h i n a,,71458,mahina
834,maori,1509,waeroa,w a e r o a,,Biggs-85-2005,waeroa
1277,tahitian,1509,naonao,n a o n a o,,Clark-173-2005,naonao
1715,rapanui,1509,na'ona'o,n a ʔ o n a ʔ o,,POLLEX,na'ona'o
1972,mangareva,1509,kōmanu,k oː m a n u,,POLLEX,kōmanu
3177,sikaiana,1509,namu,n a m u,,POLLEX,namu
3429,northmarquesan,1509,nono purutia,n o n o p u r u t i a,,POLLEX,nono purutia
4485,raivavae,1509,naonao,n a o n a o,,Tamaititahio-1213-2015,naonao
4705,tuamotuan,1509,namu,n a m u,,POLLEX,namu
5216,rurutuan,1509,ramu,r a m u,,Meyer-128-2005,ramu
5724,hawaiian,1509,makika,m a k i k a,,71458,makika
885,maori,1216,faea,f a e a,,Biggs-85-2005,whaea
1332,tahitian,1216,metua vahine,m e t u a v a h i n e,,Clark-173-2005,metua vahine
1333,tahitian,1216,maamaa,m aː m aː,,Clark-173-2005,maamaa
1777,rapanui,1216,matu'a,m a t u ʔ a,,POLLEX,matu'a
2037,mangareva,1216,tinana,t i n a n a,,POLLEX,tinana
3230,sikaiana,1216,tinna,t i n n a,,POLLEX,tinna
3510,northmarquesan,1216,kui,k u i,,POLLEX,kui
4530,raivavae,1216,metua vahine,m e t u a v a h i n e,,Tamaititahio-1213-2015,metua vahine
4773,tuamotuan,1216,metua vahine,m e t u a v a h i n e,,POLLEX,metua vahine
5281,rurutuan,1216,metua vaʔine,m e t u a v a ʔ i n e,,Meyer-128-2005,metua vaʔine
5282,rurutuan,1216,maamaa,m aː m aː,,Meyer-128-2005,maamaa
5778,hawaiian,1216,makuahine,m a k u a h i n e,,71458,makuahine
914,maori,674,waha,w a h a,,Biggs-85-2005,waha
1364,tahitian,674,vaha,v a h a,,Clark-173-2005,vaha
1808,rapanui,674,gutu,g u t u,,POLLEX,gutu
1809,rapanui,674,haha,h a h a,,POLLEX,haha
2074,mangareva,674,'a'a,ʔ a ʔ a,,POLLEX,'a'a
3259,sikaiana,674,pukua,p u k u a,,POLLEX,pukua
3547,northmarquesan,674,nutu,n u t u,,POLLEX,nutu
3548,northmarquesan,674,fafa,f a f a,,POLLEX,fafa
4559,raivavae,674,vaha,v a h a,,Tamaititahio-1213-2015,vaha
4808,tuamotuan,674,ŋutu,ŋ u t u,,POLLEX,ŋutu
4809,tuamotuan,674,vaha,v a h a,,POLLEX,vaha
5318,rurutuan,674,vaʔa,v a ʔ a,,Meyer-128-2005,vaʔa
5810,hawaiian,674,waha,w a h a,,71458,waha
881,maori,1405,ingoa,i ŋ o a,,Biggs-85-2005,ingoa
1327,tahitian,1405,i'oa,i ʔ o a,,Clark-173-2005,i'oa
1772,rapanui,1405,îgoa,ʔ iː g o a,,POLLEX,îgoa
2032,mangareva,1405,ingoa,i ŋ o a,,POLLEX,ingoa
3225,sikaiana,1405,male,m a l e,,POLLEX,male
3505,northmarquesan,1405,ikoa,i k o a,,POLLEX,ikoa
4526,raivavae,1405,iʔoa,i ʔ o a,,Tamaititahio-1213-2015,iʔoa
4769,tuamotuan,1405,iŋoa,i ŋ o a,,POLLEX,iŋoa
5276,rurutuan,1405,iʔoa,i ʔ o a,,Meyer-128-2005,iʔoa
5774,hawaiian,1405,inoa,i n o a,,71458,inoa
780,maori,1267,faːiti,f aː i t i,,Biggs-85-2005,whaaiti
1225,tahitian,1267,oaoa,o a o a,,Clark-173-2005,['aa]oaoa
1652,rapanui,1267,vakavaka,v a k a v a k a,,POLLEX,vakavaka
1653,rapanui,1267,rikiriki,r i k i r i k i,,POLLEX,rikiriki
1904,mangareva,1267,āiti,aː i t i,,POLLEX,āiti
3124,sikaiana,1267,kopiti,k o p i t i,,POLLEX,kopiti
3359,northmarquesan,1267,faiti,f a i t i,,POLLEX,faiti
4441,raivavae,1267,oaoa,o a o a,,Tamaititahio-1213-2015,oaoa
4636,tuamotuan,1267,koma,k o m a,,POLLEX,koma/koma
5161,rurutuan,1267,oaoa,o a o a,,Meyer-128-2005,oaoa
5162,rurutuan,1267,piri,p i r i,,Meyer-128-2005,piri
5669,hawaiian,1267,lā'iki,l aː ʔ i k i,,71458,lā'iki
756,maori,1942,tata,t a t a,,Biggs-85-2005,tata
1202,tahitian,1942,faatata,f aː t a t a,,Clark-173-2005,faatata
1625,rapanui,1942,tupuaki,t u p u a k i,,POLLEX,tupuaki
1626,rapanui,1942,hahine,h a h i n e,,POLLEX,hahine
1880,mangareva,1942,tata,t a t a,,POLLEX,tata
3106,sikaiana,1942,taupili,t a u p i l i,,POLLEX,taupili
3328,northmarquesan,1942,tata,t a t a,,POLLEX,tata
4613,tuamotuan,1942,tata,t a t a,,POLLEX,tata
5135,rurutuan,1942,ʔatata,ʔ a t a t a,,Meyer-128-2005,ʔatata
5644,hawaiian,1942,kokoke,k o k o k e,,71458,kokoke
919,maori,1333,ua,u a,,Biggs-85-2005,ua
1370,tahitian,1333,'a'ii,ʔ a ʔ iː,,Clark-173-2005,'a'ii
1815,rapanui,1333,gao,g a o,,POLLEX,gao
2079,mangareva,1333,kaki,k a k i,,POLLEX,kaki
3265,sikaiana,1333,ua,u a,,POLLEX,ua
3555,northmarquesan,1333,kaakii,k aː k iː,,POLLEX,kaakii
4564,raivavae,1333,ʔaGapoʔa,ʔ a ɢ a p o ʔ a,,Tamaititahio-1213-2015,ʔaGapoʔa
4817,tuamotuan,1333,ua,u a,,POLLEX,ua
4818,tuamotuan,1333,kaakii,k aː k iː,,POLLEX,kaakii
5323,rurutuan,1333,ʔaʔii,ʔ a ʔ iː,,Meyer-128-2005,ʔaʔii
5816,hawaiian,1333,'ā'ī,ʔ aː ʔ iː,,71458,'ā'ī
876,maori,1382,ngira,ŋ i r a,,Biggs-85-2005,ngira
1321,tahitian,1382,nira,n i r a,,Clark-173-2005,nira
1766,rapanui,1382,ivi,i v i,,POLLEX,ivi
1767,rapanui,1382,hika,h i k a,,POLLEX,hika
2024,mangareva,1382,nira,n i r a,,POLLEX,nira
3220,sikaiana,1382,sika,s i k a,,POLLEX,sika
3498,northmarquesan,1382,rira,r i r a,,POLLEX,rira
4521,raivavae,1382,nira,n i r a,,Tamaititahio-1213-2015,nira
4761,tuamotuan,1382,hau,h a u,,POLLEX,/hau/ato
5269,rurutuan,1382,nira,n i r a,,Meyer-128-2005,nira
5769,hawaiian,1382,kui,k u i,,71458,kui
775,maori,1231,hoou,h oː u,,Biggs-85-2005,hoou
1219,tahitian,1231,'aapii,ʔ aː p iː,,Clark-173-2005,'aapii
1645,rapanui,1231,ho'ou,h o ʔ o u,,POLLEX,ho'ou
1899,mangareva,1231,'ou,ʔ o u,,POLLEX,'ou
3119,sikaiana,1231,hou,h o u,,POLLEX,hou
3352,northmarquesan,1231,hou,h o u,,POLLEX,hou
4436,raivavae,1231,āpi,aː p i,,Tamaititahio-1213-2015,āpi
4631,tuamotuan,1231,hoou,h oː u,,POLLEX,hoou
5155,rurutuan,1231,ʔaapii,aː p iː,,Meyer-128-2005,ʔaapii
5664,hawaiian,1231,hou,h o u,,71458,hou
771,maori,1233,poo,p oː,,Biggs-85-2005,poo
1214,tahitian,1233,poo,p oː,,Clark-173-2005,poo
1640,rapanui,1233,poo,p oː,,POLLEX,poo
1893,mangareva,1233,pō,p oː,,POLLEX,pō
3115,sikaiana,1233,poo,p oː,,POLLEX,poo
3344,northmarquesan,1233,poo,p oː,,POLLEX,poo
4432,raivavae,1233,pō,p oː,,Tamaititahio-1213-2015,pō
4625,tuamotuan,1233,poo,p oː,,POLLEX,poo
4626,tuamotuan,1233,ruki,r u k i,,POLLEX,ruki
5148,rurutuan,1233,poo,p oː,,Meyer-128-2005,poo
5660,hawaiian,1233,pō,p oː,,71458,pō
734,maori,2279,kaahore,k aː h o r e,,Biggs-85-2005,kaahore
1180,tahitian,2279,'aita,ʔ a i t a,,Clark-173-2005,'aita
1604,rapanui,2279,ina kai,i n a k a i,,POLLEX,ina kai
1605,rapanui,2279,ta'e,t a ʔ e,,POLLEX,ta'e
1862,mangareva,2279,kore,k o r e,,POLLEX,kore
3085,sikaiana,2279,heai,h e a i,,POLLEX,heai
3306,northmarquesan,2279,tee,t eː,,POLLEX,tee
3307,northmarquesan,2279,ieai,i e a i,,POLLEX,ie(hh)ai
4404,raivavae,2279,eʔere,e ʔ e r e,,Tamaititahio-1213-2015,eʔere
4600,tuamotuan,2279,kauraka,k a u r a k a,,POLLEX,kauraka
5111,rurutuan,2279,e ʔore,e ʔ o r e,,Meyer-128-2005,e ʔore
5623,hawaiian,2279,'ole,ʔ o l e,,71458,'ole
917,maori,1221,ihu,i h u,,Biggs-85-2005,ihu
1368,tahitian,1221,ihu,i h u,,Clark-173-2005,ihu
1812,rapanui,1221,ihu,i h u,,POLLEX,ihu
2077,mangareva,1221,i'u,i ʔ u,,POLLEX,i'u
3263,sikaiana,1221,kaiusu,k a i u s u,,POLLEX,kaiusu
3552,northmarquesan,1221,ihu,i h u,,POLLEX,ihu
4562,raivavae,1221,ihu,i h u,,Tamaititahio-1213-2015,ihu
4814,tuamotuan,1221,ihu,i h u,,POLLEX,ihu
5321,rurutuan,1221,puta eʔu,p u t a e ʔ u,,Meyer-128-2005,puta eʔu
5814,hawaiian,1221,ihu,i h u,,71458,ihu
776,maori,1229,pakeke,p a k e k e,,Biggs-85-2005,pakeke
1220,tahitian,1229,ruu'au,r uː ʔ a u,,Clark-173-2005,ruu'au
1646,rapanui,1229,tuai,t u a i,,POLLEX,tuai
1647,rapanui,1229,korohua,k o r o h u a,,POLLEX,korohua
1900,mangareva,1229,te'ito,t e ʔ i t o,,POLLEX,te'ito
3120,sikaiana,1229,matua,m a t u a,,POLLEX,matua
3121,sikaiana,1229,mua,m u a,,POLLEX,mua
3353,northmarquesan,1229,kakiu,k a k i u,,POLLEX,kakiu
3354,northmarquesan,1229,tehito,t e h i t o,,POLLEX,tehito
3355,northmarquesan,1229,koua,k o u a,,POLLEX,koua
4437,raivavae,1229,tahito,t a h i t o,,Tamaititahio-1213-2015,tahito
4632,tuamotuan,1229,korou,k o r o u,,POLLEX,korou
5156,rurutuan,1229,ruuʔau,r uː ʔ a u,,Meyer-128-2005,ruuʔau
5665,hawaiian,1229,kahiko,k a h i k o,,71458,kahiko
740,maori,197,atu,a t u,,Biggs-85-2005,atu
1185,tahitian,197,vetahi,v e t a h i,,Clark-173-2005,vetahi['ee]
1613,rapanui,197,tahi,t a h i,,POLLEX,tahi
3312,northmarquesan,197,ke,k e,,POLLEX,ke
5117,rurutuan,197,vetaʔi,v e t a ʔ i,,Meyer-128-2005,vetaʔi
5628,hawaiian,197,kekāhi,k e k aː h i,,71458,kekāhi
778,maori,2103,maauiui,m aː u i u i,,Biggs-85-2005,maauiui
1222,tahitian,2103,ma'i,m a ʔ i,,Clark-173-2005,ma'i
1223,tahitian,2103,mamae,m a m a e,,Clark-173-2005,mamae
1649,rapanui,2103,mamae,m a m a e,,POLLEX,mamae
1650,rapanui,2103,mauìuì,m a u ʔ i u ʔ i,,POLLEX,mauìuì
1902,mangareva,2103,mamae,m a m a e,,POLLEX,mamae
3122,sikaiana,2103,mamae,m a m a e,,POLLEX,mamae
3357,northmarquesan,2103,memae,m e m a e,,POLLEX,memae
4439,raivavae,2103,maʔi,m a ʔ i,,Tamaititahio-1213-2015,maʔi
4633,tuamotuan,2103,maauiui,m aː u i u i,,POLLEX,maauiui
4634,tuamotuan,2103,mamae,m a m a e,,POLLEX,mamae
5158,rurutuan,2103,maʔi,m a ʔ i,,Meyer-128-2005,maʔi
5159,rurutuan,2103,paʔo,p a ʔ o,,Meyer-128-2005,paʔo
5667,hawaiian,2103,ma'i,m a ʔ i,,71458,ma'i
891,maori,683,tangata,t a ŋ a t a,,Biggs-85-2005,tangata
1339,tahitian,683,ta'ata,t a ʔ a t a,,Clark-173-2005,ta'ata
1785,rapanui,683,tagata,t a g a t a,,POLLEX,tagata
2047,mangareva,683,tangata,t a ŋ a t a,,POLLEX,tangata
3236,sikaiana,683,tama,t a m a,,POLLEX,tama
3237,sikaiana,683,tanata,t a n a t a,,POLLEX,tanata
3520,northmarquesan,683,kenana,k e n a n a,,POLLEX,kenana
3521,northmarquesan,683,'enata,ʔ e n a t a,,POLLEX,'enata
4536,raivavae,683,taʔata,t a ʔ a t a,,Tamaititahio-1213-2015,taʔata
4782,tuamotuan,683,taŋata,t a ŋ a t a,,POLLEX,taŋata
5289,rurutuan,683,taʔata,t a ʔ a t a,,Meyer-128-2005,taʔata
5784,hawaiian,683,kanaka,k a n a k a,,71458,kanaka
807,maori,658,ua,u a,,Biggs-85-2005,ua
1252,tahitian,658,ua,u a,,Clark-173-2005,ua
1687,rapanui,658,ûa,ʔ uː a,,POLLEX,ûa
1943,mangareva,658,ua,u a,,POLLEX,ua
3151,sikaiana,658,ua,u a,,POLLEX,ua
3400,northmarquesan,658,ua,u a,,POLLEX,ua
4466,raivavae,658,ua,u a,,Tamaititahio-1213-2015,ua
4673,tuamotuan,658,ua,u a,,POLLEX,ua
5190,rurutuan,658,ua,u a,,Meyer-128-2005,ua
5698,hawaiian,658,ua,u a,,71458,ua
841,maori,1490,kiore,k i o r e,,Biggs-85-2005,kiore
1286,tahitian,1490,'iore,ʔ i o r e,,Clark-173-2005,'iore
1721,rapanui,1490,kio'e,k i o ʔ e,,POLLEX,kio'e
1981,mangareva,1490,kiore,k i o r e,,POLLEX,kiore
3183,sikaiana,1490,kiole,k i o l e,,POLLEX,kiole
3439,northmarquesan,1490,kumakuma,k u m a k u m a,,POLLEX,kumakuma
3440,northmarquesan,1490,kio'e,k i o ʔ e,,POLLEX,kio'e
4490,raivavae,1490,ʔioGe,ʔ i o ɢ e,,Tamaititahio-1213-2015,ʔioGe
4712,tuamotuan,1490,kiore,k i o r e,,POLLEX,kiore
5225,rurutuan,1490,ʔiore,ʔ i o r e,,Meyer-128-2005,ʔiore
5731,hawaiian,1490,'iole,ʔ i o l e,,71458,'iole
790,maori,156,fero,f e r o,,Biggs-85-2005,whero
1235,tahitian,156,'ute'ute,ʔ u t e ʔ u t e,,Clark-173-2005,'ute'ute
1665,rapanui,156,herohero,h e r o h e r o,,POLLEX,herohero
1666,rapanui,156,mea,m e a,,POLLEX,mea
1917,mangareva,156,kura,k u r a,,POLLEX,kura
3133,sikaiana,156,mea,m e a,,POLLEX,mea
3375,northmarquesan,156,pukiki,p u k i k i,,POLLEX,pukiki
3376,northmarquesan,156,kuwa,k u w a,,POLLEX,kuwa
4450,raivavae,156,ʔuteʔute,ʔ u t e ʔ u t e,,Tamaititahio-1213-2015,ʔuteʔute
4646,tuamotuan,156,mea,m e a,,POLLEX,mea
4647,tuamotuan,156,kura,k u r a,,POLLEX,kura
5171,rurutuan,156,ʔuraʔura,ʔ u r a ʔ u r a,,Meyer-128-2005,ʔuraʔura
5678,hawaiian,156,'ula,ʔ u l a,,71458,'ula
941,maori,1019,matau,m a t a u,,Biggs-85-2005,matau
942,maori,1019,katau,k a t a u,,Biggs-85-2005,katau
1396,tahitian,1019,'atau,ʔ a t a u,,Clark-173-2005,'atau
1844,rapanui,1019,mata'u,m a t a ʔ u,,POLLEX,mata'u
3289,sikaiana,1019,atamai,a t a m a i,,POLLEX,atamai
3581,northmarquesan,1019,'ima oko,ʔ i m a o k o,,POLLEX,'ima oko
3582,northmarquesan,1019,atamai,a t a m a i,,POLLEX,atamai
4585,raivavae,1019,ʔatau,ʔ a t a u,,Tamaititahio-1213-2015,ʔatau
4845,tuamotuan,1019,katau,k a t a u,,POLLEX,katau
5354,rurutuan,1019,ʔatau,ʔ a t a u,,Meyer-128-2005,ʔatau
5840,hawaiian,1019,'ākau,ʔ aː k a u,,71458,'ākau
938,maori,2457,ara,a r a,,Biggs-85-2005,ara
1390,tahitian,2457,ara,a r a,,Clark-173-2005,ara
1391,tahitian,2457,'ee'a,ʔ eː ʔ a,,Clark-173-2005,'ee'a
1392,tahitian,2457,puruumu,p u r uː m u,,Clark-173-2005,puruumu
1841,rapanui,2457,ara,a r a,,POLLEX,ara
2103,mangareva,2457,ara,a r a,,POLLEX,ara
3285,sikaiana,2457,ala,a l a,,POLLEX,ala
3578,northmarquesan,2457,vaà,v a ʔ a,,POLLEX,vaà/nui
4582,raivavae,2457,puGumu,p u ɢ u m u,,Tamaititahio-1213-2015,puGumu
4842,tuamotuan,2457,ara,a r a,,POLLEX,ara
5348,rurutuan,2457,araʔaraʔa,a r a ʔ a r a ʔ a,,Meyer-128-2005,araʔaraʔa
5349,rurutuan,2457,puruumu,p u r uː m u,,Meyer-128-2005,puruumu
5837,hawaiian,2457,ala,a l a,,71458,ala
828,maori,670,paki aka,p a k i a k a,,Biggs-85-2005,paki|aka
1271,tahitian,670,a'a,a ʔ a,,Clark-173-2005,a'a
1708,rapanui,670,aka,a k a,,POLLEX,aka
1965,mangareva,670,aka,a k a,,POLLEX,aka
3168,sikaiana,670,patiaka,p a t i a k a,,POLLEX,patiaka
3422,northmarquesan,670,aka,a k a,,POLLEX,aka
4479,raivavae,670,aʔa,a ʔ a,,Tamaititahio-1213-2015,aʔa
4698,tuamotuan,670,aka,a k a,,POLLEX,aka
5210,rurutuan,670,aʔa,a ʔ a,,Meyer-128-2005,aʔa
5718,hawaiian,670,a'a,a ʔ a,,71458,a'a
879,maori,1218,taura,t a u r a,,Biggs-85-2005,taura
1325,tahitian,1218,taura,t a u r a,,Clark-173-2005,taura
1770,rapanui,1218,taura,t a u r a,,POLLEX,taura
2029,mangareva,1218,kaka,k a k a,,POLLEX,kaka
2030,mangareva,1218,toura,t o u r a,,POLLEX,toura
3223,sikaiana,1218,maea,m a e a,,POLLEX,maea
3502,northmarquesan,1218,touà,t o u ʔ a,,POLLEX,touà
4524,raivavae,1218,nape,n a p e,,Tamaititahio-1213-2015,nape
4766,tuamotuan,1218,taura,t a u r a,,POLLEX,taura
4767,tuamotuan,1218,patoko,p a t o k o,,POLLEX,patoko
5274,rurutuan,1218,taura,t a u r a,,Meyer-128-2005,taura
5772,hawaiian,1218,kaula,k a u l a,,71458,kaula
831,maori,1728,pirau,p i r a u,,Biggs-85-2005,pirau
1274,tahitian,1728,'oopee,ʔ oː p eː,,Clark-173-2005,'oopee
1712,rapanui,1728,para,p a r a,,POLLEX,para
1968,mangareva,1728,para,p a r a,,POLLEX,para
1969,mangareva,1728,popo,p o p o,,POLLEX,popo
3171,sikaiana,1728,popo,p o p o,,POLLEX,popo
3172,sikaiana,1728,pala,p a l a,,POLLEX,pala
3425,northmarquesan,1728,pee,p eː,,POLLEX,pee
3426,northmarquesan,1728,paà,p a ʔ a,,POLLEX,paà
4482,raivavae,1728,henoheno,h e n o h e n o,,Tamaititahio-1213-2015,henoheno
4701,tuamotuan,1728,popo,p o p o,,POLLEX,popo
4702,tuamotuan,1728,para,p a r a,,POLLEX,para
5213,rurutuan,1728,para,p a r a,,Meyer-128-2005,para
5721,hawaiian,1728,pilau,p i l a u,,71458,pilau
815,maori,1274,tote,t o t e,,Biggs-85-2005,tote
1260,tahitian,1274,miti,m i t i,,Clark-173-2005,miti
1696,rapanui,1274,miti,m i t i,,POLLEX,miti
1953,mangareva,1274,miti,m i t i,,POLLEX,miti
3408,northmarquesan,1274,pa'atai,p a ʔ a t a i,,POLLEX,pa'atai
3409,northmarquesan,1274,puhinaú,p u h i n a ʔ u,,POLLEX,puhinaú
3410,northmarquesan,1274,kanatai,k a n a t a i,,POLLEX,kanatai
4471,raivavae,1274,ʔavaʔava,ʔ a v a ʔ a v a,,Tamaititahio-1213-2015,ʔavaʔava
4686,tuamotuan,1274,miti,m i t i,,POLLEX,miti
5198,rurutuan,1274,miti,m i t i,,Meyer-128-2005,miti
5706,hawaiian,1274,pa'akai,p a ʔ a k a i,,71458,pa'akai
820,maori,671,one,o n e,,Biggs-85-2005,one
1265,tahitian,671,one,o n e,,Clark-173-2005,one
1701,rapanui,671,one,o n e,,POLLEX,one
1958,mangareva,671,one,o n e,,POLLEX,one
3162,sikaiana,671,one,o n e,,POLLEX,one
3415,northmarquesan,671,one,o n e,,POLLEX,one
4475,raivavae,671,one,o n e,,Tamaititahio-1213-2015,one
4691,tuamotuan,671,one,o n e,,POLLEX,one
5203,rurutuan,671,one,o n e,,Meyer-128-2005,one
5711,hawaiian,671,one,o n e,,71458,one
816,maori,1474,tai,t a i,,Biggs-85-2005,tai
817,maori,1474,moana,m o a n a,,Biggs-85-2005,moana
1261,tahitian,1474,moana,m o a n a,,Clark-173-2005,moana
1262,tahitian,1474,miti,m i t i,,Clark-173-2005,miti
1697,rapanui,1474,tai,t a i,,POLLEX,tai
1698,rapanui,1474,moana,m o a n a,,POLLEX,moana
1954,mangareva,1474,tai,t a i,,POLLEX,tai
1955,mangareva,1474,moana,m o a n a,,POLLEX,moana
3159,sikaiana,1474,moana,m o a n a,,POLLEX,moana
3411,northmarquesan,1474,tai,t a i,,POLLEX,tai
3412,northmarquesan,1474,moana,m o a n a,,POLLEX,moana
4472,raivavae,1474,miti,m i t i,,Tamaititahio-1213-2015,miti
4687,tuamotuan,1474,tai,t a i,,POLLEX,tai
4688,tuamotuan,1474,moana,m o a n a,,POLLEX,moana
5199,rurutuan,1474,moana,m o a n a,,Meyer-128-2005,moana
5200,rurutuan,1474,tai,t a i,,Meyer-128-2005,tai
5707,hawaiian,1474,moana,m o a n a,,71458,moana
5708,hawaiian,1474,kai,k a i,,71458,kai
